Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1003692374.56,1058975265.59,1085475573.49,1122139637.26,1188930567.71,1210058396.06,1246908373.74,1246480958.51,1309384830.19,1245234806.90,1297407828.61,1339548823.67,1620857277.19,1863398448.33,2099324949.85,2830388404.88,2869777812.41,2938046307.23,3280354339.39,4084878667.86,4510107330.12,4095892072.29,4013950868.46,3569356462.08,3485165160.58,3818944603.01,5392093507.65,6487352282.67,6418419798.13,6366039352.62,7390967034.67,7255210700.98,7769817869.31,7367985694.79,5034588159.29,6326342962.93,6559712550.66,6041478436.08,6505607633.37,6592835457.69,6013184809.24,6507824767.06,7006402592.45,8768721956.33,10076817278.10,11009032665.39,11697918802.79,13994218939.24,16853991176.91,16145868284.56,16121314670.97,17814284622.17,17660871726.00,18918668644.19,19797254643.12,17774766636.05,19040312815.13,20996564751.60,23116699808.17,23306213742.36,24644234594.66
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,877720000.00,929520000.00,976200000.00,1009760100.00,1049400000.00,1132920000.00,1186120000.00,1263720000.00,1442320000.00,1665880000.00,1884120100.00,2328280100.00,2941640100.00,3127960000.00,3463639900.00,3573959900.00,3437200200.00,3399189100.00,3506347800.00,3661683400.00,3800368600.00,3771663200.00,3958045800.00,4189880000.00,4372215300.00,4817542204.03,5252342400.00,5813399300.00,6680269200.00,7679384000.00,8921947100.00,9586327800.00,10221705900.00,10936669900.00,11284197000.00,11784927700.00,12282533600.00,12664190300.00,13243892200.00,13724810900.00,14698000000.00,15999890000.00,17011750000.00,17986890000.00,17601620000.00,18447920000.00,20283780000.00,21386150000.00,21990960000.00,22593470000.00,23438240000.00,24191430000.00,24979190000.00,26020850000.00,26896660000.00,24638720000.00
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914760.68,576090073.72,734887973.98,964026512.20,1288715209.58,2154311276.95,2087496373.78,2159242416.77,2160364071.19,2278248953.14,2430411900.19,3090734463.28,3704813885.51,4278792597.24,4563482603.55,5591130217.67,5770197348.48,6912150456.32,6590291048.29,7425703928.57,9933133247.09,10011918444.17,9547818700.11,10248617647.06,10497908306.36,9985844486.33,10397897085.61,11420227884.62,14547325028.31,17320552500.00,18433411267.26,20072786350.52,23968764029.56,27844698989.31,25945391775.49,25732432719.08,27565469098.00,24978513426.70,23900872625.85,23156850006.64,19842404304.89,20953442550.37,22870833709.90,25522671232.88,25758357774.54,24612646487.72
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000.00,356200000.00,387750000.00,410200000.00,457000000.00,508650000.00,549950000.00,598100000.00,646800000.00,668000050.00,723000000.00,731000000.00,802999950.00,912499950.00,1034500000.00,1124000000.00,1347999950.00,1669499950.00,3097242093.22,3544281976.29,3968160045.99,4043894878.58,4266503525.61,4476697184.86,4915311846.49,5278120712.55,5677828958.91,6190521241.46,5902717091.55,5432344901.78,4923009551.52,4648668478.57,4943700431.07,4926728932.95,4642280682.14,5347445005.21,5215028986.49,5737099650.19,6366340265.88,6414520529.62,7103826902.21,7565854723.76,7775251509.63,8140278400.99,8772169959.32,9672023050.31,10841724916.95,12275500115.72,13789443623.16,14486159608.07,15729649158.59,17588098574.74,18400538859.36,18372173380.74,19618567249.50,20833948799.54,21566622849.61,22975415842.46,23900438563.73,24915522849.15,23662231633.91
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434096.97,253885656.33,284916516.16,340061650.12,434267936.91,523694949.37,628893310.40,621225962.15,474399471.62,414709311.35,526704545.45,670251136.36,839652164.06,1154440252.97,1515190595.30,1406875081.33,1669488389.97,2208509076.28,2511826196.01,2853435053.89,3381419042.85,3492997010.05,3206626563.58,2765950295.46,2864441355.85,2984052332.46,3989622714.95,5520318352.93,6106635769.75,5672569396.48,6468736286.93,6909730237.32,7080981668.55,6218581472.47,6389460285.60,7123633356.37,7426081278.20,7569666973.65,8503693098.62,8982047589.49,9025660361.76,8234846804.61,9318395054.86,11429333037.84,13825302535.77,16852963067.05,17465318552.29,21652505596.75,18074622987.02,13154414219.21,13751161917.74,15221622925.93,14751508133.54,16125060515.31,17867662177.89,17517210519.09,20793168030.95,24728285177.46,26267063757.55,24857740445.04,21718075725.21
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,535670127.75,584961208.66,619319197.34,678235373.04,711893367.56,736568861.93,723735635.54,761981474.02,758899950.00,779200000.00,821850000.00,896754316.67,1083381044.08,1308799458.96,2042031901.42,2442667573.05,2500410583.79,3138666666.67,3562333458.33,4602416625.00,6235833333.33,6992083333.33,8140416666.67,7763750000.00,7757083333.33,7375918367.35,4794444444.44,4797777777.78,4496852073.47,4323058823.53,5068000000.00,5307905882.35,5439552941.18,4669488516.38,4947205860.01,5329214163.22,5759537726.27,5737751331.64,6043694330.22,6808982520.76,8154338232.96,8824873259.32,9008273720.93,11305459802.07,13280275123.04,15982282462.38,18369361094.39,21641620049.94,27871587349.54,19172165225.50,22157948396.20,25433011405.30,25763220107.01,27268478564.55,27615843098.09,24959858249.44,22386264807.32,22385426653.88,23679919654.99,23208326547.53,21588037505.00
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1307333333.33,1419333333.33,1541666666.67,1568333333.33,1611333333.33,1679333333.33,1723000000.00,1865666666.67,1947333333.33,2144333333.33,2437666666.67,2656000000.00,2882000000.00,3571666666.67,4595000000.00,5598000000.00,6979333333.33,8704000000.00,7670500000.00,9032250000.00,7459833333.33,10016500000.00,9240000000.00,8230153846.15,9701357142.86,12403733333.33,15769062500.00,20155555555.56,15399166666.67,15291507936.51,12408647540.98,11379222222.22,7034219712.53,8881785938.48,12794192334.25,13829744878.64,9018243044.45,11681494637.30,11250327988.05,10682045258.36,12257418326.07,15716489369.93,18136839087.01,21355576672.54,26645490675.04,35182105414.39,45264519502.65,59440139774.81,64831935604.25,51621044076.92,58962978034.48,55018567210.53,37632919966.67,43024018082.19,49516748617.98,51726758676.77,42630376000.00,41283617976.19,30964349684.71,26155799324.87,21329109521.81
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,537777811.11,548888895.56,546666677.78,751111191.11,800000044.44,1006666637.78,1399999966.67,1673333417.78,1373333366.67,1408888922.22,1748886595.56,1831108971.11,1595555475.56,1733333264.44,2155555497.78,2366666615.56,2555555566.67,2953333417.78,3300000108.89,3697940409.61,3641723322.00,3478787909.09,,,,,,,,,,,,,,,,,,,,,4055179566.35,4515558808.11,5226778808.89,6209137624.77,6971285594.68,9747879531.86,10109305182.95,12416161048.84,15856678596.15,17805113118.89,19907317065.67,20146404996.22,20497126770.13,19134211763.86,18116562464.91,18753469630.26,18053228578.89,18799450742.78,20116137325.82
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255802469.14,1866572953.74,2786045321.64,3671816504.24,4116699437.40,4685733115.47,5567405599.31,5800774717.41,6728771313.87,8498560902.29,10157553968.15,11222953335.34,12864610862.59,15778767410.81,19112739397.89,17613836526.64,17176781045.60,18644723853.58,17221192466.19,18172335776.33,18560861388.64,16219819017.36,16914287348.98,18079075770.67,20177409351.43,20201323260.07,19946496562.97
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142805.71,2366666615.56,1776842041.05,1087273103.70,598961269.30,714046821.09,865559856.16,1028087972.31,1127806944.62,1327748654.66,1543606345.12,1763536304.54,1873671550.35,1747011857.33,1280177838.72,1454430642.49,1731198022.45,1768619058.35,1758176653.08,2023324407.30,2366398119.88,2735558726.26,3455031447.60,4223152219.24,5446434031.69,5836138127.07,7131773632.71,8750107401.58,10192848926.26,11983252611.27,13279248478.82,14426381187.09,15912495368.87,17071162084.41,18141651381.39,18897252232.58,19132635711.70
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,713000000.00,696285714.29,693142857.14,718714285.71,839428571.43,1082857142.86,1264285714.29,1368000000.00,1605857142.86,1965714285.71,1825285714.29,1687000000.00,1910714285.71,2268714285.71,3121833333.33,2618666666.67,2746714285.71,2483000000.00,2813375000.00,3325500000.00,3829500000.00,3872666666.67,3994777777.78,3216307692.31,2739444444.44,2281258064.52,1661948717.95,2269894736.84,3713614457.83,3998637681.16,3285217391.30,3378882352.94,3181921787.71,3273237853.36,3656647744.25,3807067121.86,3597220962.00,4303281932.29,3537683046.02,3404311976.55,3600683039.73,4094480988.12,4193845678.17,4901839731.27,6221077674.78,8331870169.15,12756858899.28,14056957976.26,17910858637.90,15328342303.96,20265559483.85,23459515275.58,25503060420.03,28037239462.71,27141023558.08,21251216798.78,20958412538.31,25873601260.84,26311590296.70,23308667781.23,18110631358.31
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1052990400.00,1096646600.00,1117601600.00,1159511700.00,1217138000.00,1311435800.00,1281749500.00,1397002000.00,1479599900.00,1747998800.00,1884206300.00,2178716300.00,2677729400.00,3309353600.00,3982161400.00,4371300700.00,4318372000.00,4364382100.00,4351600500.00,5177459400.00,6678868200.00,8011373800.00,8539700700.00,7764067000.00,6352125900.00,5637259300.00,6217523700.00,6741215100.00,7814784100.00,8286322700.00,8783816700.00,8641481700.00,6751472200.00,6563813300.00,6890675000.00,7111270700.00,8553146600.00,8529571600.00,6401968200.00,6858013100.00,6689957600.00,6777384700.00,6342116400.00,5727591800.00,5805598400.00,5755215200.00,5443896500.00,5291950100.00,4415702800.00,9665793300.00,12041655200.00,14101920300.00,17114849900.00,19091020000.00,19495519600.00,19963120600.00,20548678100.00,17584890936.65,18115543790.79,19284289739.05,18051170798.94
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,330442817.17,350247237.12,379567023.34,394040588.30,410321618.17,422916848.42,433889831.58,450753993.18,460442678.22,478298597.56,458404330.13,482411103.79,578595583.98,674773518.41,751133330.59,939972703.46,976547163.53,1131224818.33,1475583383.37,1748480982.19,1928719477.41,1775842026.41,1754449845.30,1600278756.44,1459880018.55,1552493068.43,2036303381.20,2369834650.09,2616040645.87,2615587725.77,3101300641.88,3135045684.10,3356692517.86,3199536227.95,1895290623.44,2379518099.23,2586550747.10,2447668984.53,2804902248.29,3389566982.52,2968369991.47,3190371050.46,3622350203.95,4740768355.23,5451688868.43,6146352742.03,6547420133.70,7625723123.55,9451436358.97,9450697335.54,10109618964.28,12080296644.06,12561016091.47,13444301139.14,13943016923.90,11832159275.60,12833363370.17,14106956830.09,15890065019.76,16178162030.07,17933606353.18
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,275494520.14,343771964.66,339913833.10,359772363.26,395218567.20,486617332.39,563683660.31,538747268.33,830710615.18,939227993.66,1049838492.56,1222702356.11,1595423285.65,1759687480.12,1538980653.59,1333739016.77,1297751826.17,1232922696.81,1392205229.93,1852141546.59,2090606071.40,2169027633.37,2181810275.54,2681959313.16,2724101610.72,2830692638.56,2818306753.78,2081864106.45,2706416623.06,2780435256.96,2697102921.51,2920367497.08,3440743431.85,2961476518.21,3468327017.34,3908139486.82,4714051055.35,5454228770.81,6247496491.29,6905876385.35,8156532185.61,9838404004.93,10232036863.42,10689167195.34,12995113407.23,12442036265.15,13242691429.59,14364937996.87,13104764333.99,14026048690.73,15365714371.33,17070866299.09,17280251193.95,17465392915.92
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753540783.62,,,2688016393.44,2514070771.80,2693768412.89,3095047603.81,3510520231.21,3613541516.77,2800049394.91,3057475335.19,3219488663.77,3395728013.85,3991284895.37,5125365191.99,6410823633.25,7745394293.42,10172882370.55,12795076469.01,10766836276.56,12243505582.67,15107441446.78,16488403076.36,17189551520.98,17627003454.72,14953950557.44,15141758566.78,16242916915.72,17599700090.76,17477255562.26,15846489610.81
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186720.75,2041538039.58,2384295982.38,2432029433.83,2666750685.85,3015058138.93,3284620543.23,3279096606.21,3383092827.59,3693710532.91,3868968301.92,3783700461.64,3588375476.76,3461282543.13,2995361140.63,2829435956.52,2950198648.95,3446441698.01,3635458132.65,2937071767.26,4220019242.75,6281917655.90,6964179193.84,6716904568.76,6853467857.61,6785137172.77,7638045254.43,8376613843.27,8778473614.55,8794202443.67,8595955581.22,10324668266.59,11857030336.53,13513809258.21,15681050917.16
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,226195579.36,235668222.43,236434906.75,253927646.48,269818988.26,289908720.65,302925280.77,306222000.41,326323097.36,330748211.46,333627758.15,335072975.22,410331900.95,504376035.72,554654786.97,676870140.34,698408244.39,750049739.15,928843304.78,1186231265.18,1405251547.24,1291119965.11,1267778489.03,1095348302.92,1051133927.00,1045712703.03,1336102040.71,1562412030.35,1620246187.15,1502294411.46,1959965243.76,1986437859.90,1695315305.70,2274557914.07,1598075932.35,2169627250.93,2361116587.86,2268301537.65,2455092582.31,3677394291.52,3519991326.48,3666222600.10,4194342849.47,5349258334.32,6190270756.14,6567654493.51,7034111651.50,8169048690.05,9787735426.01,9738626993.28,9535344283.47,10693321953.64,11141358945.13,12517845732.21,13284528654.06,11388160958.25,11821066152.60,12701654743.21,14262407011.53,14391686632.78,15651545331.54
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843300000.00,3282800000.00,3409600000.00,3759800000.00,4067800000.00,4271200000.00,4313600000.00,4003700000.00,3555800000.00,3968000000.00,4603100000.00,5125700000.00,5348300000.00,5815700000.00,7310400000.00,8085700000.00,9681500000.00,11186100000.00,12208400000.00,13515500000.00,13989700000.00,13972400000.00,15405400000.00,16128000000.00,16276600000.00,17133500000.00,15561300000.00
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468978.38,167637908.49,182796536.50,154480244.25,215679855.27,226474285.59,245849781.72,271543680.28,294468564.53,318124701.05,323802475.48,381687073.06,430508357.72,722780701.12,1544216003.98,2157592936.61,3009409970.90,2809349074.18,2389479269.19,3030251116.36,4279637933.85,3862269126.93,3618007844.45,3391275731.32,3561451562.24,3339914759.37,3403638193.58,3281797038.67,3834503378.35,4186411457.46,5952293765.84,5402919956.94,5592390848.53,4378645081.02,4190819314.03,4958845906.35,5694040336.83,5326816859.00,4483417119.84,4662992036.21,5080483464.00,5023265365.25,5335451307.54,6511903657.44,7770219479.73,9582783318.39,10327598800.67,12455410055.75,15571349775.78,12113699660.68,14372591916.48,18210308748.29,17170465294.03,17595745653.37,18203968001.89,14383107714.04,14023890620.34,14929488770.73,16867325126.54,16874405839.79,15316826191.57
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30412308.99,32902336.64,35643207.63,38091150.57,41613969.05,45790869.75,51464435.15,58646443.51,66248256.62,77356914.08,96245114.46,127456485.12,164466873.71,244129088.03,306033848.42,355172413.79,372010119.60,451603325.42,590376720.60,819877300.61,1060923829.13,1073861599.14,1014907254.54,1172258182.15,1240796364.76,1114764007.15,1392634771.97,1965274882.36,2644536804.11,3083800684.90,3790567051.87,3942792837.36,4146513722.33,4160086253.15,4259330999.03,4730611067.02,4847752842.79,5020214747.45,4790458837.17,5484257417.18,5788329609.16,5489608299.66,5438857106.74,7511582173.38,8957467706.54,9918907108.10,10137883299.32,10939053365.48,10945070441.93,10267133177.73,12786654498.35,15351972361.15,14380004175.12,14901750991.20,15654660710.11,13578754072.47,15082578064.80,16088437675.16,16914245098.04,16593720655.64,15061922801.63
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1857338011.85,1897050133.42,2097326250.00,2080796250.00,2051236250.00,2253090000.00,2028553750.00,1099559027.78,652174990.84,1185315468.46,1880951520.40,2392764853.42,3199641335.94,2258513974.10,2545964540.88,3212121650.98,3480355258.04,3922100793.54,4348068242.20,5611496257.14,7184685781.52,8052073539.38,8896072918.98,10677324144.43,12881353507.85,12044208085.86,11926922828.99,12890764531.33,12319830437.35,12776220507.02,13228147516.12,11386850129.84,11861199830.84,13019689336.69,15156432309.90,15400242874.88,14887629268.29
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,250721821.55,264579879.78,295118249.32,345602025.38,376094108.48,474620439.58,527936988.79,625573345.53,793675169.88,1001300838.32,1250242107.88,1243469360.57,1234518125.00,1165771369.01,1101828568.77,1117835285.51,1435079200.35,1751247763.42,2019474244.19,2118574772.11,2547163582.33,2750041434.26,3021910216.72,2709178326.78,2998570146.54,3720400535.02,3822882801.33,3793418418.42,4010571223.34,4121350731.81,4069515579.07,4088368978.35,4470446391.45,5448415500.17,6098092551.07,6416184181.07,6778324049.68,7925371475.50,9090406767.25,8696366907.47,9035932122.50,9638916481.07,9462238211.49,10551661176.78,11626281387.01,11091434483.52,11721521912.72,13221298307.89,14864712990.16,15215714309.10,14647384607.60
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,273187200.00,271066000.00,281896800.00,294883400.00,325281200.00,353251800.00,368948600.00,369124200.00,367968800.00,391820400.00,331200000.00,362800000.00,372000000.00,466800000.00,565400000.00,681400000.00,879000000.00,947000000.00,974200000.00,1080600000.00,1383800000.00,1479400000.00,1474200000.00,1623600000.00,1816200000.00,2009400000.00,2318000000.00,2047200000.00,2613926800.00,2736243800.00,3096289800.00,3473540601.82,2257121668.19,1878248741.05,2167564194.73,2813313278.81,2907514522.93,3338938830.02,3723909226.87,4153736347.44,6813577558.18,6331961555.41,6058134466.75,4826827577.09,6036959914.72,7184064657.30,7518107786.51,9522763153.81,10485225353.18,11597014807.35,11859315078.79,13008754110.81,13708926466.27,14902474090.62,15139264670.42,14833154471.75,13987693738.92,15035560372.64,16455034352.77,14785839382.90,14508218017.40
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633406064.83,2639953230.55,2729550591.09,2796549978.47,2899922841.66,3856799844.16,4648832184.07,5263877520.08,5976408043.77,5656473652.41,5398568543.63,5677003239.29,6303391143.83,7631120533.36,8542070109.71,9176889070.42,10450843291.29,12556195188.60,11914471497.15,11104648673.00,14381552432.95,16350804543.05,16974320551.02,17716084107.59,15950969018.95,11936999283.18,13219084261.37,14845870050.71,15384701797.99,14019446610.20
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699050678.99,748028839.42,777712445.75,826690466.19,897931401.37,972140557.19,1096738065.24,1148025407.35,1083883355.33,1191287651.51,1404776071.04,1539865513.93,1875048859.93,1905917553.19,2375096249.04,2860411285.89,2966010229.90,3249697393.03,2644449232.29,2425033998.19,2679409453.24,2979061412.37,3293533288.42,3619294120.69,2373566957.49,2100223149.71,2754566176.20,3286987551.72,3828310734.98,4404970058.84,4592224067.37,4106199176.29,3535460089.81,5440064773.17,5452564385.43,6577523824.70,7393883554.78,8400033894.00,8787195622.44,8887061866.89,9005064474.93,9194717836.00,9719017925.93,9430230564.47,10174664853.95,11243868485.74,11930171468.38,12799593017.71,13709402085.32,12120460872.80,13220556882.70,14444655299.88,14807086889.21,14264202737.31,13899228824.22,14188935947.57,14077109396.86,14808989993.32,15730793852.79,15830768549.89,13812425036.59
